	cdc15_10	cdc15_30	cdc15_50	cdc15_70	cdc15_80	cdc15_90	cdc15_100	cdc15_110	cdc15_120	cdc15_130	cdc15_140	cdc15_150	cdc15_160	cdc15_170	cdc15_180	cdc15_190	cdc15_200	cdc15_210	cdc15_220	cdc15_230	cdc15_240	cdc15_250	cdc15_270	cdc15_290
YPL049C	0.5	0.51	0.15	0.02	-0.26	0.26	-0.56	0.44	-0.35	0.74	-0.44	0.14	-0.86	-0.04	-0.67	0.07	-0.74	0.3	-0.56	0.21	-0.13	0.47	0.54	0.27
YPL050C	-0.51	-0.11	-0.58	0.33	0.34	-0.06	0.51	0.05	0.2	-0.27	0.51		0.16	0		-0.29		-0.31		0.38	0.75	-0.7	0.23	-0.62
YPL051W	0.4	0.46	0.26	-0.04	-0.3	-0.04	-0.07	0.05	-0.41	0.12	-0.45	0.03	-0.18	-0.04	-0.16	-0.55		0.24	0.3	0.1	0.6	-0.13	-0.15	-0.04
YPL052W	0.56	0.6	0.61	-0.02	-0.55	-0.13	0.96	0.07	-0.62	0.01	0.12	0.28	-0.25	0.32	-0.03	0.12	-0.13	-0.17	-0.75	-0.6	0.02	-0.18	-0.28	0.04
YPL053C		0.8	-0.24	0.32	-0.41	-0.21	0.33	-0.28	0.35	-0.36	0.33		0.44	-0.21		-0.98		0.24		0.59		-0.41		-0.28
YPL054W	-0.64	-0.53	0.49	1.05	-0.23	-0.25	-0.23	-0.56	-0.27	-0.11	-0.08	0.36	-0.35	0.56	0.04	-0.15		-0.32		-0.8	0.41	0.5	0.39	0.74
YPL055C	0.27	0.39	-0.03		0.31	0.02	0.46	-0.35	0.28	-0.19	0.06	0.25	0.01	-0.21		-0.64		0.02	1.02	0.28		-1.33		-0.61
YPL056C	-0.2	0.23	0.25	0.36	-0.09	0.16	0.7	0.18	-0.36	0.25	0.1	-0.58	0.11	0.26	-0.34	-0.11	0.19	-0.5	-0.09	-0.45	0.47	-0.12	-0.11	-0.32
YPL057C	-0.05	0.72	0.32	-0.14	0.28	-0.42	-0.35	-0.73	0.32	0.64	0.72	0.37	0.49	-0.04	0.12	-0.39	-0.21	-0.64	-0.09	-0.26	0.44	-0.17	-0.22	-0.71
YPL058C	0.59	0.54	0.24	0.5	0.18	0.6	0.19	0.52	-0.24	0.16	-0.16	-0.07	-0.37	0.21	-0.48	0.13	-0.87	-0.44	-0.44	0.05	-0.48	-0.12	-0.14	-0.11
YPL059W	-0.26	-0.5	-0.5	-0.54	0.33	-0.03	-0.3	-0.01	0.09	0.18	0.03	0.31	0.2	0.1	0.07	-0.01	-0.19	0.39	0.12	-0.05	0.31	-0.08	0.07	0.26
YPL060W	0.14	0.39	0	0.19	0.04	0.07	0.5	-0.14	0.15	-0.1	-0.59	-0.01	-0.13	-0.36	0.14	-0.22	0.19	-0.17	0.11	-0.34	0.17	0.26	-0.25	-0.04
YPL061W	-2.11	-2.47	-3.96	-0.92	0.1	1.21	1.04	1.85	0.96	1.13	0.11	-0.39	-0.39	-0.63	-0.28	0.08	0.79	0.78	0.89	0.78	0.7	0.08	0.01	0.64
YPL062W		-0.05	-0.8	-0.4	0.63	-0.38	0.65	-0.27	0.83	-0.16	0.38		0.06	-0.32	0.49	-0.42		-0.65	0.81	0.05	0.91	-0.94		-0.42
YPL063W	0.27	0.08	-0.22	-0.31	-0.5	0.15	0.05	0.16	-0.46	0.33	-0.15	0.2	-0.28	0.11	-0.13	0.15	-0.28	0.11	-0.26	0.15	0.08	0.24	0.27	0.23
YPL064C		0.08				-0.48		0.14	0.44	-0.44	0.14		0.69	-0.23		-0.18	1.11	-0.73					0.27	-0.79
YPL065W	-0.14	0.19	0.03	-0.28	-0.09	-0.54	-0.11	-0.09	-0.12	-0.16	-0.43	0.41	0.09	0	0.21	-0.26	0.13	0.09	0.23	0.25	0.53	-0.12	-0.01	0.19
YPL066W	-1.16	-0.16	-0.28	-0.36	0.61	-0.44	0.64	0.08	0.84	0.26	0.35		0.28	-0.21	0.72	-0.24		-0.23		0.38		-0.79	0.3	-0.59
YPL067C	-0.76	-0.29	0.03	0.19	0.35	0.53		0.15		-0.13		0.65		0.06	0.34	0.12	0.44	-0.32	0.5	-0.46	0.11	-0.48	-0.46	-0.58
YPL068C	-1.47	0.72	0.19	-0.15	0.46	0.02	0.6	-0.12	0.25	-0.7	0.17	0.6	-0.02	0.05	0.46	-0.22	-0.3	-0.32	0.33	0.1	0.87	-0.4	-0.7	-0.42
YPL069C	0.12	0.44	0.07	0.24		-0.28		-0.13		0.04		0.08		-0.03		0.01		-0.07				0	-0.18	-0.3
YPL070W	-0.26	0.03		0.21	0.5	-0.58	0.9	-0.03	0.44		-0.15	-0.01	0.65			-0.49		-0.1	0.77			-1.13	-0.32	-0.44
YPL071C		0.15	-0.35	-0.37	0.32	-0.52	0.42	-0.13	0.19	-0.41	0.08	0.34	-0.2	-0.57	0.59	-0.59	0.26	-0.69	0.41	0.51	1.44	-0.25	-0.24	-0.39
YPL072W	0.23	0	0.32	0.23	-0.38	0.46	-0.22	0.15	-0.62	-0.26	-0.46	-0.24	0.04	0.65	-0.46	0.38	0.02	-0.36	-0.2	-0.24	0.16	0.21	0.26	0.32
YPL073C	-0.28	-0.19	-0.08	-0.35	2.49	-0.33	-0.16	-0.19	-0.07	-0.3	-0.21	0.57	-0.19	0.06		-0.35	0.4	-0.51	0.04	0.26	0.79	-0.57	-0.47	-0.35
YPL074W	-0.09	-0.14	-0.53	-0.2	0.11	-0.14	0.74	-0.31	-0.15	-0.26	0.2	0.03	0.18	-0.37	0.52	-0.05	0.32	-0.4	0.5	0.71	0.31	-0.2	-0.38	-0.38
YPL075W	-0.35	-0.72	-0.72	-0.05	1.88	0.14	0.67	-0.15	0.5	-0.19	-0.3	-0.45	0.17	-0.12	0.14	-0.08	0.2	-0.13	0.25	0.21	0.18	-0.28	-0.43	-0.37
YPL076W	0.32	-0.03	-0.12	-0.1	0.24	0.03	0.53	0.03	0.22	-0.1	0.08	-0.05	0.24	-0.23	-0.08	-0.23	0.35	-0.21	0.39	-0.91	0.71	-0.36	-0.49	-0.23
YPL077C	-0.52	0.15	-0.28	-0.4	0.03	-0.11	0.3	-0.19	0	-0.23	0.02	0.48	0.5	0.12	0.16	-0.4	0	-0.19	0.69	0.23		-0.42	0.19	-0.16
YPL078C	-0.54	-0.58	-0.04	0.31	-0.26	0.48	0.38	0.23	-0.52	0.3	-0.17	0.18	-0.45	0.17	-0.03	0.07	-0.47	0.3	-0.47	-0.64	-0.08	0.61	0.48	0.74
YPL079W	-0.2	-0.03	0.26	0.35	-0.09	0.44	0	0.46	0.05	0.3	-0.35	0.44	-1.29	0.23	-0.39	0.08	-0.51	0.35	-0.11	-0.39	-0.27	0.22	0.08	0.36
YPL080C	0.29	0.2	0.39	0.4	0.09	0.42	0.13	0.07	-0.14	0.15	-0.47	-0.09	-0.49	-0.05	-0.55	-0.28	-0.33	0.11	-0.31	-0.44	0.11	0.01	0.35	0.43
YPL081W	-0.03	-0.13	0.28	0.27	0.41	0.34	0.12	0.27	-0.11	0.37	-0.33	0.24	-0.41	0.13	-1.08	0.01	-1.05	0.34	-0.24	0.09	-0.25	0.29	0.13	0.34
YPL082C	0.26	0.21	-0.05	0.12	0.46		-0.05	0.09	0.3	0.03	0.05	-0.21	-0.02	0.06	0.14	-0.28	-0.12	0.14	-0.03	-0.1	0.38	-0.45	-0.17	-0.79
YPL083C	0.21	0.23	0.29	0.29	0.13	0.1	-0.32	-0.01	-0.32	0.16	-0.23	0.1	-0.44	0.03	-0.39	-0.01	0.03	0.2	-0.11	-0.23	-0.13	0.2	0.16	0.08
YPL084W		0.18	0.03	0.08	-0.17	0.02	-0.38	0.13	-0.3	0.33	-0.34	0.45	-0.4	0.28	-0.36	-0.22	-0.15	0.08	0	0.38	0.08	0.23	0.03	0
YPL085W	0.07	0.21	0.26	0.4	0.06	0.13	-0.08	0.16	-0.04	-0.1	-0.41	0.62	-0.14	-0.57	-0.08	0.02	0.15	-0.27	0.35	0.47	0.31	-0.85	-0.25	-0.41
YPL086C	-0.02	0.64	0.21	0.19	-0.02	0.17	0.14	0.08	-0.11	0.17	-0.34	0.21	-0.7	-0.02	-0.23	0.05	-0.15	0.09	0.05	0.32	-0.11	-0.06	-0.41	-0.14
YPL087W	-0.32	-0.93	-0.67	0.01		0.04		0.05		0.39		0.59		-1.53	0.16	0.23		0.26				0.64	0.51	0.56
YPL088W	-0.51	0.36	-0.1	0	0.12	-0.12	-0.21	-0.23	-0.03	0.25	-0.41	0.6	-0.11	0.07	0.2	-0.29	0.06	-0.25	0.02	-0.37	0.31	0.13	0.23	0.28
YPL089C	0.72	0.47	0.82	0.48	0.04	0.39	-0.07	0.26	-0.15	0.45	-0.03	0.12	-0.39	-0.9	-0.2	0.17	-0.73	0.08	-0.73	-0.59	-1.1	0.41	0.33	0.15
YPL090C	0.12					-0.27	1.06		0.49	-0.1	0.3		0.35			-0.51						-1.24		-0.2
YPL091W		0.16	-0.05	-0.55	0.58					-0.32	0.4			-0.08	0.94	-0.65		-0.41		0.87		-0.41		-0.5
YPL092W	-0.68	-1.11	-0.26	0.4	0.91	-0.11	0.54	-0.15	0.49	-0.2	-0.14		0.46	0.22	0.48	0.2	0.44	0.09	0.34	-0.46	0.51	-2.25	-0.09	0.39
YPL093W	1.12	1.04	0.48	0.04	-0.13	0.29	0.48	0.01	-0.1	0.09	-0.22	-0.19	-0.56	-0.22	-0.12	0.22	0.16	-0.32	0.29	-0.35	0.05	-0.46	-0.81	-0.79
YPL094C	0.13	-0.43	-0.43	-0.14	0.3	0.12	-0.04	0.08	0.39	-0.01	-0.12	-0.08	-0.01	-0.33	0.21	-0.04	0.43	-0.01	0.6	-0.08	0.21	-0.18	-0.31	-0.27
YPL095C	-0.38	-0.46	-0.86	-0.14	-0.02	0.25	0.53	0.6	0.55	-0.01	-0.26	-0.22	-0.4	-0.5	0.5	0.19		0.12	0.87	-0.07	0.6	-0.37	-0.14	-0.37
YPL096W	-0.07	0.2	0.2	0.13	-0.8	0.33	-0.22	0.42	-0.92	0.43	-0.24	0	-0.22	0.01	-0.09	0.25	-0.07	0.29	-0.63	-0.74	-0.63	0.78	0.67	0.94
YPL097W	0.05	-0.26	-0.1	-0.32	0.14	-0.64	0.08	-0.15	0.06	0.06	0.05	0.65	0.04	0		-0.56	-0.13	-0.27	0.4	0.25	0.71	-0.1	-0.24	0.3
YPL098C	-0.42	-0.63	-0.28	0.05	-0.13	0.36	0.54	0.19	0.43	0.1	-0.24	0.12	-0.3	-0.01	-0.05	0.18	0.22	0.49	0.2	-0.93	-0.01	-0.04	-0.05	0.22
YPL099C	0.19	0.03	0.07	0.1	0.07	-0.03	0.02	0.11	-0.35	-0.13	-0.07	0.12	-0.31	-0.07		-0.24	0.03	0.07	0.35	0.18	0.63	-1.28	0.2	0.3
YPL100W	-0.08	-0.11	-0.07	-0.02	-0.03	0.03	0.19	0	-0.23	0.36	0.1	-0.3	-0.36	0.15	-0.02	-0.07	-0.71	0.07	-0.25	-0.02	0.45	0.29	0.26	0.38
YPL101W		0.39	-0.03	-0.01	0.84	-0.11	1.01	-0.28	0.37	-0.21	0.26			-0.07		-1.03		-0.5		0.04		-0.26	0.06	-0.47
YPL102C	0.22	0.56	0.55	0.49	-0.15	0.39	0.48	0.09	-0.73	-0.13	-0.08	-0.15	-0.55	0.22	-0.34	0.07	-0.19	-0.11	-0.29	-0.84	1.27	-0.13	-0.34	-0.34
YPL103C			0.38	-0.05	0.57	-0.47	0.51	-0.07	0.68		-0.18	0.41	-0.14			-0.85		-0.47		0.51		-0.57	0.12	-0.37
YPL104W	-0.26	-0.22	-0.21	-0.34	-0.21	0.01	-0.26	0.04	-0.27	0.2	-0.24	0.25	-0.34	0.34	0.08	0.15	0.05	-0.04	0.15	-0.69	0.18	0.61	0.4	0.62
YPL105C	0.71	0.52	0.59	0.53	-0.81	0.8	-0.39	0.59	-0.6	0.67	-0.64	0.43	-0.64	0.21	-0.16	0.78	-1.05	0.59	-1.01	-0.85	-1.05	0.58	0.1	0.1
YPL106C	0.49	0.55	0.13	0.04	0.19	-0.1	0.04	-0.03	-0.06	-0.24	-0.48	-0.16	-0.13	-0.01	-0.69	-0.01	0.31	-0.03	-0.01	-0.41	0.4	0.19	0.21	-0.21
YPL107W	0.09	0.19	0.24	-0.19	-0.19	0.07	-0.75	0.16	-0.5	0.42	-0.41	-0.03	-0.53	0.01	-0.42	0.04	0.16	0.19	-0.22	0.17	0.11	0.5	0.46	0.45
YPL108W	0.48	0.53	0.12	-0.43	-0.03	-0.06	0.05	0.24	0.14	0	-0.3	-0.17	-0.34	-0.34	-0.03	-0.21	0.01	-0.29	0.58	0	0.62	-0.13	-0.41	-0.06
YPL109C		-0.38	-0.14	-0.11	0.05	-0.11	-0.03	0.03	0.28	-0.21	-0.16	0.08	-0.08	0.05		-0.21	0.25	-0.47	0.62	0.34	0.6	-0.09	-0.09	-0.2
YPL110C	-0.05	-0.14	0.35	-0.02	0.07	-0.35	0.11	0.05	-0.01	0.11	-0.03	1	-0.33	0.32	0.27	-0.43	-0.01	-0.07	0.24	-0.37		-0.24	-0.16	-0.3
YPL111W	-0.6	-0.5	-0.26	0.19	0.22	0.79	0.41	0.77	0.33	0.18	-0.25	0.23	-0.02	0.14	0.26	0.05	0.53	-0.02	0.13	-0.46	-0.11	-0.74	-0.65	-0.62
YPL112C	0.19	0.42	0.49	0	-0.39	0.41	0.18	0.4	-0.05	0.3	-0.33	0.06	-0.31	0	0.05	0.23	-0.48	0.28	-0.72	-0.94	-0.59	0.32	0.18	0.31
YPL113C	-0.03	-0.05	-0.38	-0.28	-0.24	-0.3	0.15	-0.12	0	-0.11	0.05	-0.33	0.09	0.15	0.25	0.1	0.57	-0.3	0.61	-0.03	0.78	-0.05	-0.21	-0.28
YPL114W	-0.27	-0.18	0.08	-0.12	-0.03	-0.22	0.36	0.03	0.06	-0.22	-0.4	0.15	0.23	-0.22	0.65	-0.18	0.47	-0.4	0.32	0	0.79	-0.07	-0.39	-0.42
YPL115C	0.15	0.18	0.31	0.1	0.15	-0.11	-0.13	-0.24	0	0.1	-0.11	0.02	0.02	0.12	-0.04	-0.21	0.31	-0.26	0.05	-0.28	0.1	-0.08	-0.04	-0.11
YPL116W	-1.14	-1	0.3	0.74	1.07	0.45	0.2	-0.31	-0.41	-0.77	-0.94	-0.19	0.31	0.71	0.67	0.2	0.75	0.09	0.35	-0.02	0.19	-0.64	-0.39	-0.23
YPL117C	0.51	0.38	0.08	-0.17	-0.41	-0.21	-0.51	-0.05	-0.55	0.35	-0.17	0.2	-0.31	0.12	-0.43	0.24	-0.19	0.1	-0.19	-0.09	-0.37	0.63	0.44	0.58
YPL118W	0.24	-0.03	-0.36	-0.32	-0.56	-0.08	-0.29	0.1	-0.51	0.32	-0.13	0.17	-0.32	0.04	-0.13	0.03	-0.09	0.06	0.28	-0.02	0.19	0.57	0.3	0.54
YPL119C	-0.26	0.09	-0.31		0.07	-0.59	-0.06	-0.13	0.11	-0.13	-0.04	-0.17	-0.03	-0.03	0.3	-0.16	0.67	-0.33	0.88	-0.48	0.84	-0.1	-0.08	-0.08
YPL120W	0.03	-0.16	-0.01	-0.1	-0.24	-0.1	1.89	-0.06	-0.29	-0.14	-0.38	0.16	0.06	-0.06	0.38	-0.4	-0.03	-0.66	-0.26	-0.72	0.53	0.22	0.19	0.13
YPL121C	-0.17	0.1	0.07	-0.03	0.99	-0.56			0.15	-0.25	0.53		0.2	0.17		-0.91				0.67		-0.38		-0.58
YPL122C	0.53	0.69	0.61	0.16	-0.24	0.19	-0.85	0.19	-0.7	0.51	-0.12	0.44	-0.37	0.19	-0.2	0.24	0.24	-0.2	-0.76	-0.79	-0.06	0.1	0.13	0.05
YPL123C	-0.47	-0.29	-0.27	-0.43	0.01	-0.36	-0.03	-0.18	-0.22	-0.07	-0.36	0.09	-0.15	0.34		-0.62	0.15	-0.09	-0.12	0.32	0.84	0.56	0.59	0.75
YPL124W	0.02	0.71	0.35	0.47	-0.27	-0.04	-0.16	-0.27	-1.01	0.2	0.1	0.28	0.13	-0.06	0.28	0.02	0.47	-0.74	-0.31	-0.88	0.32	0.26	0.04	0.1
YPL125W	0.36	0.37	0.15	0.18	0.15	0.23	0.14	0.14	-0.05	0.39	-0.1	0.08	-0.49	0.03	0	-0.05	-0.36	-0.08	-0.72	-0.55	0.07	0.14	0.14	-0.18
YPL126W	1.12	0.77	0.38	0.45	-0.15	0.44	-0.04	0.34	-0.09	0.46	-0.26	0.22	-0.48	0.19	-0.26	0.52	-0.07	0.14	-0.86	-1.24	-0.56	-0.14	-0.43	-0.43
YPL127C	-1.33	-0.72	0.96	1.34	0.31	0.69	-0.5	-1.04	-2.5	-0.64	-0.35	0.94	0.32	0.98	0.77	1.33	0.88	0.63	-0.77	-1.14	-0.85	-0.18	0.27	0.6
YPL128C	-0.23	-0.34	0.09	0.68	0.7	0.54	-0.17	-0.19	-0.42	-0.27	-0.25	0.07	0.2	0.23	0.48	0.42	2.12	0.2	-0.45	-1.65	-0.34	-0.52	-0.49	-0.4
YPL129W	0.05	0.28	0.28	-0.04	-0.05	-0.13	-0.69	-0.05	-0.81	0.19	-0.15	0.1	-0.43	0.12	0.07	-0.09	0.25	0.06	-0.16	0.29	-0.12	0.36	0.3	0.36
YPL130W	0.41	0.65	-0.12	-0.18	0.7	-0.12	0.68	-0.47	0.38	-0.86	0.5		0.03	-0.58	0.44	-0.81	0.61	-0.6		-0.04	0.92	-0.49	-0.56	-0.47
YPL131W	-0.43	-0.2	0.02	0.14	0.53	0.35	-0.25	0.26	0.13	0.24	0.24	0.13	-0.15	-0.01	-0.39	-0.2	0.23	-0.01	0.12	0.17	-0.33	-0.15	-0.15	-0.32
YPL132W	-0.87	-0.36	-1.64	-0.33	0.25	-0.13	0.82	-0.12	0.15	-3.1	0.34	0	0.36	0.31	1.26	-0.08	0.61	-0.04	0.58	1.19	0.99	-0.01	-0.2	0.03
YPL133C		0.02	0.17	0.02	0.38	0.06	0.05	-0.28	-0.21	-0.54	-0.51	0.57	-0.1	0.03	0.43	0	0.34	-0.3	0.37	0.41	0.26	-0.3	-0.34	-0.51
YPL134C	-0.29	-0.05	-0.15	-0.13	0.1	-0.19	0.12	-0.28	-0.23	-0.25	-0.01	-0.3	0.09	-0.38	0.78	-0.42	0.06	-0.29	0.69	0.48	0.58	-0.03	-0.08	0.16
YPL135W		-0.89	-0.81	-0.06	0.65	0.36	0.67	0.19	0.66	-0.28	-0.11	-0.18	0.08	-0.38	0.58	-0.32	0.62	-0.43	0.88	-0.29	0.44	-0.47	-0.61	-0.32
YPL136W	0.19	0.22	-0.72	0.03	0.15	-0.15	0.47	-0.24	0.27	-0.32	0.11	-0.57	0.22	0.54	0.77	-0.14	0.16	-0.62	0.42	0.43	0.63	-0.39	-0.68	-0.79
YPL137C		0.04	-0.18	-0.13	0.54	-0.04	0.19	0.15	0.09	-0.14	-0.07	0.16	-0.53	0.07	-0.14	-0.29	0.27	-0.11	0.65	0.07	0.12	-0.2	-0.14	-0.37
YPL138C	0	0.34	-0.09	-0.15	-0.07	-0.34	0.06	-0.13	-0.07	-0.32	0.1	-0.13	0.21	0.1	0.56	-0.41	-0.1	-0.13	0.38	0.85	0.55	-0.41	-0.41	-0.41
YPL139C		-0.16	-0.17	0.07	0.11	-0.13	0.67	-0.11	0.47	-0.35		-0.26	0.45	-0.28	0.47	-0.13	0.8	-1.02		-0.37	0.16	-0.13	-0.17	0.07
YPL140C	0.01	0.21	0.03	0.79	-0.12	-0.49	0.43	-0.25	-0.07	-0.35	-0.15	0.03	-0.03	0.24	0.36	-0.39	-0.13	0.1	0.32	0.66	0.24	-0.37	-0.46	-0.59
YPL141C	-0.66	-0.55	-0.43	0.09	0.93	0.24		0.27		-0.52				-0.23	0.46	-0.17		0.33		0.78	0.67	-0.21	-0.45	-0.57
YPL142C	-0.71	-0.34	-0.84	-0.07	0.34	0.07	1.16	-0.01	0.62	-0.21	0.12	0.03	-0.01	-0.23	0.63	-0.62	0.15	-0.16	0.48	0.63	0.65	-0.66	-0.69	-0.34
YPL143W	-0.19	0.02	0.11	-0.09	0.4	-0.08	0.26	0.02	1.66	0.08	-0.24	-0.03	-0.05	0.05	0.05	-0.43	-0.3	-0.12	0.39	-0.25	-0.62	-0.19	-0.47	0.01
YPL144W	-0.03	-0.27	-0.84	-0.04	0.54	-0.35	0.52	-0.32	0.05	0.11	0.18	-0.07	-0.14	0.2	0.84	-0.02	0.97	0.33	0.61	-0.14	0.35	-1.11	-0.75	-0.58
YPL145C	-0.66	-0.64	-0.18	0.14	0.96	0.24	0.6	-0.05	0.56	-0.21	0.16	-0.08	0.5	0	0.5	-0.06	0.52	0.04	0	-0.66	-0.36	-0.46	-0.44	-0.4
YPL146C	1.43	1.37	0.89	0.09	-0.43	0.31	-0.02	0.14	-1.48	0.23	-0.39	-0.11	-1	0.08	-0.76	0.39	-0.36	0.2	-1	1.09	-1.22	0.39	-0.06	0.21
YPL147W	-0.27	-0.1	-0.21	-0.11	-0.05	-0.2	1.12	-0.41	-0.09	0.08	-0.02	-0.41	-0.07	-0.43	0.37	-0.14	0.87	-0.11	0.22	-0.13	0.6	-0.18	-0.09	-0.24
YPL148C	0.4	0.06	0.08	-0.15	0.15	-0.12	0.72	-0.45	0.39	-0.1	-0.03	-0.49	-0.28	-0.32	0.39	-0.03	0.8	-1.45	0.21	0.44	0.24	-0.22	-0.17	-0.1
YPL149W	0.27	0.04	0.09	-0.26	0.61	-0.44	0.78	-0.17	0.55	-0.72	0.24	1.5	0.21	0.41		-1.55		-0.28				-0.47	-0.3	-0.52
YPL150W	-0.16	-0.18	0.2	0.36	0	-0.45	-0.08	-0.07	-0.61	-0.21	0.3	-0.03	-0.12	0.39	-0.08	0.05	0.26	0.28	0.09	0.2	0.31	-0.43	0.28	-0.3
YPL151C	0.48	0.44	-0.26	-0.05	0.12	0.07	0.04	0.23	-0.17	0.39	-0.14	0.06	-1.44	-0.09	0.13	0.17	-0.01	-0.01	0.16	-0.34	0.27	0.04	-0.04	-0.05
YPL152W	-0.02	0.14	0.04	-0.06	-0.03	-0.06	0.35	-0.22	0.2	-0.03	0.38	-0.02	-0.31	-0.12	-0.21	-0.16	0.35	-0.05	-0.57	0.31	0.43	-0.44	-0.03	0.12
YPL153C	-0.33	0.86	1.02	-0.38	-0.54	-1.14	-0.25	-1.1	-0.28	0.69	0.69	0.72	0.41	0.31	0.47	-0.57	0.08	-1.02	0.02	-0.69	0.92	0.26	-0.16	0
YPL154C	0	-0.45	-0.66	-0.31	-0.03	-0.12	0.04	-0.29	-0.18	0.16	0.21	0.06	0.36	0.05	-0.12	-0.03	0.69	0.17	-1.63	0.19	1.15	0.11	0.22	0.39
YPL155C	0.12	-0.16	0.04	0.09	0.63	0.19	0.45	0.36	0.3	-0.09	-0.5	-0.2	-0.48	-0.18	0.57	-0.02	0.22	-0.93	0.26	0.09	0.43	-0.16	-0.55	-0.48
YPL156C	0.09	0.32	-0.14	1.11	-0.23	-0.02	0.13	-0.11	-0.16	-0.07	-0.16	-0.69	-0.2	0.56	0.08	-0.24	-0.35	-0.44	0.27	0.06	0.43	-0.22	-0.08	0.06
YPL157W	1.02	0.77	0.22	0.17	-0.78	0.15	-0.14	0.34	-0.04	0.82	-0.13	0.22	-0.78	-0.22	-0.02	0.29	-0.23	0.21	-1.06	-0.78	-0.16	0.32	-0.1	-0.1
YPL158C	0.96	1.73	-0.97	-0.94	-0.9	-1.11		-0.13	0.47	0.81	0.57	-0.09	-0.19	0.46	-0.59	-0.7	-1.27	-0.51	-0.35	1.61	0.76	0.87	0.17	-0.67
YPL159C	0.37	0.26	0.25	0.13		0.02		-0.04		-0.2		0.11	-0.04	0.13	0.41	0.06		-0.17		-0.64	-0.1	-0.1	-0.18	-0.27
YPL160W	0.23	0.39	0.54	0.16	-0.56	0.3	-0.15	0.33	-1.01	0.42	-0.09	0.07	-0.25	0.23	-0.59	0.15	-0.2	0.25	-1.01	0.28	-0.03	0.44	0.09	-0.03
YPL161C	-0.34	0.19	0.25	-0.05	-0.05	-0.17	0.23	0	0.01	0.16	-0.02	-0.14	-0.08	-0.21	0.3	-0.34	0.51	-0.08	0.06	-0.34	0.6	-0.02	-0.14	-0.32
YPL162C	-0.08	0.17	-0.38		0.02	-0.42	0.02	-0.22	0.54	0.05	0.4	0.45	-0.09	-0.24	0.45	-0.46	-0.3	-0.34	0.8	0.32	1.02	-0.76	-0.24	-0.73
YPL163C	-1.29	1.1	1.78	0.16		-0.61	0.87	-1.18		0.21		1.05		0.77		-0.87		-1.2				-0.22	-0.23	-0.34
YPL164C	0.04	0.47	-0.03	-0.53	0.19	-0.21	0.32	-0.55	0.03	-0.39	-0.16	0.57	-0.39	-0.06	0.59	-0.49		-0.26	0.63	0.1	0.9	-0.26	-0.18	-0.33
YPL165C	0.28	0.44	0.53	-0.73		-0.28		-0.3		0.45				-0.06	2.57	-0.98						-0.82	-0.32	-0.79
YPL166W	-0.53	0.03	-0.35	-0.29	0.07	-0.46	0.12	-0.16	0.33	-0.21	0.38	-0.15	0.46	-0.21	0.78	0.03	0.14	-0.63	0.77	0.35	0.58	-0.49	-0.25	-0.32
YPL167C	0.05	-0.06	-0.08	0.26	0.36	0.16	0.19	0.26	-0.09	0.07	0.27	-0.17	0.04	0.2	-0.12	0.03	-0.16	0.1	-0.19	-0.12	0.05	-0.26	-0.29	-0.48
YPL168W	-0.22	0.02	0.45	-0.05	-0.66	0.17	-0.18	-0.05	-0.48	0.23	0.09	0.14	-0.01	-0.32	-0.66	0.18	0.15	0.34	-0.2	-0.26	0.06	0.51	0.31	0.43
YPL169C	0.62	0.55	0.28	0.01	-1.25	0.22	0.16	0.25	-0.06	0.32	-0.25	0.24	-0.27	0.1	0.13	0.16	0.12	0.09	-0.78	-0.72	-0.51	0.39	0.04	0.15
YPL170W	0.37	0.14	0.06	-0.21	0.02	-0.12	0.14	-0.42	-0.07	-0.14	0.2	0.14	-0.23	-0.07	-0.26	-0.28	0	0.12	-0.72	0.36	0.38	0.22	0.08	0.31
YPL171C	0.14	0.1	0	-0.06	0.26	0.01	0.21	0.13	-0.1	-0.22	-0.29	0.23	-0.25	0.13	0.4	0.04	0.08	-1.48	0.14	0.31	0.52	-0.15	-0.11	-0.01
YPL172C	-0.05	-0.24	-0.35	-0.56	-1.03	-0.19	0.03	-0.17	-0.41	0.28	0.36	0.32	0.27	-0.09	-0.38	0.03	0.26	0.06	0.45	-0.2	0.86	0.35	0.19	0.18
YPL173W	0.58	0.32	-0.19	-0.12	-0.52	-0.38	0.02	-0.18	-0.09	-1.07	-0.01	0.39	-0.38	0.22	0.14	-0.48	0.05	-0.55	-0.43	0.88	0.06	0.6	0.34	0.79
YPL174C	-0.37	0.04	-0.11	-0.18	0.22	-0.18	0.64	-0.04	0.07	-0.11	0.8	0.09	-0.31	-0.04		-0.23		-0.16		0.22		-0.21	-0.07	-0.06
YPL175W	0.02	0.17	0.55	-0.9	0.27		0.22		0.03		-0.15		-0.19	0	0.42		0.45		-0.01	0.09	0.4	-0.69	0	-0.71
YPL176C	0.13	0.31	0.36	-0.24	-0.16	0.13	-0.09	0.18	-0.12	0.11	-0.1	-0.02	0.01	-0.24	0.09	-0.22	-0.27	0.03	-0.27	0.3	0.27	-0.12	-0.02	-0.05
YPL177C	0.6	0.13	0.38	-0.08	0.54	-0.8	0.04	-0.33	0.02	-0.44	-0.42	0.56	0.08	0.01	0.24	-0.75	0.34	-0.22	0.34	0.32	0.4	-0.48	-0.53	0.04
